128, 128,  81, 41.553, 130.203, 74.375, 166.305, 166.305, 2019/01/18 16:18:05
125, 125,  87, 39.690, 129.480, 72.704, 164.112, 164.112, 2019/01/18 16:18:10
114, 114,  83, 41.193, 125.553, 72.140, 168.939, 168.939, 2019/01/18 16:18:15
111, 111,  31, 41.652, 124.207, 72.910, 170.477, 170.477, 2019/01/18 16:18:20
119, 119,  47, 39.985, 127.975, 72.571, 165.849, 165.849, 2019/01/18 16:18:25
129, 129,  17, 40.334, 127.868, 71.279, 165.829, 165.829, 2019/01/18 16:18:30
129, 129,  8, 39.515, 126.504, 71.101, 164.984, 164.984, 2019/01/18 16:18:35
132, 132,  87, 38.997, 128.303, 71.697, 163.326, 163.326, 2019/01/18 16:18:40
138, 138,  70, 39.368, 127.804, 71.645, 165.123, 165.123, 2019/01/18 16:18:45
132, 132,  83, 39.557, 127.689, 71.992, 165.402, 165.402, 2019/01/18 16:18:50
137, 137,  75, 39.269, 130.679, 75.511, 159.993, 159.993, 2019/01/18 16:18:55
138, 138,  45, 40.455, 127.435, 74.072, 163.790, 163.790, 2019/01/18 16:19:00
