130, 81, 5, 60.611, 106.272, 111.420, 171.333, 171.333, 2019/01/18 16:33:46
116, 104, 0, 62.745, 105.827, 111.413, 172.788, 172.788, 2019/01/18 16:33:51
136, 64, 0, 63.747, 102.531, 109.578, 173.484, 173.484, 2019/01/18 16:33:56
141, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 2019/01/18 16:34:01
140, 2, 0, 62.832, 103.500, 114.500, 170.000, 170.000, 2019/01/18 16:34:06
139, 65, 22, 53.014, 116.954, 96.862, 169.292, 169.292, 2019/01/18 16:34:11
133, 104, 4, 56.167, 118.721, 105.356, 166.058, 166.058, 2019/01/18 16:34:16
136, 122, 5, 57.057, 114.500, 106.574, 167.434, 167.434, 2019/01/18 16:34:21
140, 87, 4, 56.492, 117.724, 110.115, 161.345, 161.345, 2019/01/18 16:34:26
139, 132, 2, 57.734, 114.326, 111.326, 163.447, 163.447, 2019/01/18 16:34:31
138, 130, 1, 58.573, 115.469, 112.015, 163.046, 163.046, 2019/01/18 16:34:36
138, 134, 0, 58.960, 117.127, 114.187, 160.187, 160.187, 2019/01/18 16:34:41
