137, 137, 63, 41.362, 130.292, 82.314, 160.978, 160.978, 2019/01/18 16:50:06
143, 143, 38, 40.797, 129.762, 89.916, 157.706, 157.706, 2019/01/18 16:50:11
140, 140, 41, 43.444, 130.407, 86.479, 158.257, 158.257, 2019/01/18 16:50:16
133, 109, 59, 46.086, 129.413, 80.716, 161.422, 161.422, 2019/01/18 16:50:21
138, 138, 42, 46.376, 127.522, 84.645, 161.681, 161.681, 2019/01/18 16:50:26
141, 141, 17, 42.312, 128.305, 91.227, 160.135, 160.135, 2019/01/18 16:50:31
138, 138, 50, 41.589, 126.377, 87.348, 162.000, 162.000, 2019/01/18 16:50:36
138, 138, 42, 40.800, 127.007, 87.152, 161.906, 161.906, 2019/01/18 16:50:41
138, 138, 49, 40.812, 126.022, 86.681, 162.935, 162.935, 2019/01/18 16:50:46
140, 140, 55, 41.475, 128.936, 86.243, 159.129, 159.129, 2019/01/18 16:50:51
138, 138, 59, 40.941, 124.688, 85.297, 164.739, 164.739, 2019/01/18 16:50:56
137, 137, 58, 41.235, 125.000, 87.292, 164.628, 164.628, 2019/01/18 16:51:01
