136, 136,  33, 42.285, 127.838, 69.779, 173.471, 173.471, 2019/01/18 16:15:04
138, 138,  23, 43.402, 128.862, 69.362, 176.565, 176.565, 2019/01/18 16:15:09
136, 136,  25, 43.121, 129.537, 71.529, 172.257, 172.257, 2019/01/18 16:15:14
137, 137,  43, 42.769, 131.431, 72.715, 168.839, 168.839, 2019/01/18 16:15:19
138, 138,  35, 42.343, 133.101, 72.609, 169.638, 169.638, 2019/01/18 16:15:24
141, 141,  0, 42.369, 132.745, 71.326, 170.234, 170.234, 2019/01/18 16:15:29
138, 138,  47, 42.512, 129.572, 70.014, 172.681, 172.681, 2019/01/18 16:15:34
127, 105,  29, 44.737, 134.095, 71.581, 174.162, 174.162, 2019/01/18 16:15:39
119, 119,  31, 43.176, 132.487, 73.655, 173.874, 173.874, 2019/01/18 16:15:44
132, 132,  64, 44.181, 127.962, 68.144, 180.015, 180.015, 2019/01/18 16:15:49
132, 132,  49, 41.692, 130.697, 72.492, 174.909, 174.909, 2019/01/18 16:15:54
136, 136,  49, 41.880, 131.691, 73.566, 174.816, 174.816, 2019/01/18 16:15:59
