141, 140, 2, 63.679, 84.364, 105.229, 195.450, 195.450, 2019/01/18 16:32:45
146, 141, 2, 62.122, 84.574, 107.050, 190.277, 190.277, 2019/01/18 16:32:50
146, 92, 0, 60.424, 85.598, 109.261, 186.761, 186.761, 2019/01/18 16:32:55
141, 141, 0, 61.034, 85.504, 110.099, 187.170, 187.170, 2019/01/18 16:33:00
143, 134, 25, 60.616, 80.806, 101.172, 192.194, 192.194, 2019/01/18 16:33:05
149, 79, 2, 62.697, 70.772, 102.228, 190.025, 190.025, 2019/01/18 16:33:10
150, 38, 0, 67.113, 74.079, 110.447, 190.211, 190.211, 2019/01/18 16:33:15
148, 18, 0, 67.248, 74.000, 106.611, 192.056, 192.056, 2019/01/18 16:33:20
149, 14, 0, 71.226, 89.929, 130.286, 191.714, 191.714, 2019/01/18 16:33:25
140, 59, 0, 67.006, 98.017, 115.881, 178.407, 178.407, 2019/01/18 16:33:30
146, 15, 14, 50.171, 102.667, 100.067, 163.200, 163.200, 2019/01/18 16:33:35
133, 104, 10, 59.703, 103.788, 106.442, 173.558, 173.558, 2019/01/18 16:33:40
