130, 101, 3, 47.287, 117.317, 73.436, 149.743, 149.743, 2019/01/18 16:40:06
137, 135, 5, 47.442, 118.489, 76.570, 146.993, 146.993, 2019/01/18 16:40:11
135, 135, 9, 46.833, 117.296, 75.356, 149.815, 149.815, 2019/01/18 16:40:16
138, 138, 9, 46.980, 115.935, 73.913, 152.877, 152.877, 2019/01/18 16:40:21
138, 138, 8, 46.808, 115.457, 73.667, 153.667, 153.667, 2019/01/18 16:40:26
137, 137, 11, 46.860, 115.131, 73.431, 153.533, 153.533, 2019/01/18 16:40:31
139, 139, 5, 47.263, 114.482, 73.252, 154.309, 154.309, 2019/01/18 16:40:36
136, 123, 15, 46.672, 113.610, 66.585, 166.431, 166.431, 2019/01/18 16:40:41
132, 107, 26, 45.382, 105.729, 56.355, 195.028, 195.028, 2019/01/18 16:40:46
140, 66, 8, 45.104, 110.818, 65.606, 184.106, 184.106, 2019/01/18 16:40:51
130, 101, 19, 44.845, 104.594, 61.168, 193.465, 193.465, 2019/01/18 16:40:56
130, 122, 7, 44.887, 104.344, 64.213, 192.189, 192.189, 2019/01/18 16:41:01
