148, 116,  116, 67.220, 147.612, 55.336, 184.595, 184.595, 2019/01/18 16:09:13
150, 97,  97, 66.977, 148.732, 57.567, 182.021, 182.021, 2019/01/18 16:09:18
147, 88,  88, 67.252, 149.716, 57.080, 181.148, 181.148, 2019/01/18 16:09:23
147, 105,  105, 66.995, 150.819, 59.029, 178.543, 178.543, 2019/01/18 16:09:28
150, 97,  97, 67.131, 149.856, 57.412, 179.660, 179.660, 2019/01/18 16:09:33
150, 46,  46, 66.994, 151.130, 58.935, 179.196, 179.196, 2019/01/18 16:09:38
150, 91,  91, 66.997, 150.187, 58.440, 181.011, 181.011, 2019/01/18 16:09:43
151, 78,  78, 66.938, 150.641, 58.410, 181.333, 181.333, 2019/01/18 16:09:48
148, 93,  93, 66.952, 150.839, 59.387, 180.151, 180.151, 2019/01/18 16:09:53
143, 116,  116, 66.993, 150.241, 59.647, 181.328, 181.328, 2019/01/18 16:09:58
142, 136,  136, 66.958, 150.926, 59.412, 182.537, 182.537, 2019/01/18 16:10:03
138, 138,  138, 66.187, 152.587, 62.906, 179.399, 179.399, 2019/01/18 16:10:08
