125, 125, 125, 48.399, 131.720, 48.656, 213.664, 213.664, 2019/01/18 16:45:13
126, 126, 126, 48.234, 127.516, 46.698, 216.738, 216.738, 2019/01/18 16:45:18
133, 121, 119, 57.619, 110.810, 71.901, 212.934, 212.934, 2019/01/18 16:45:23
131, 131, 131, 50.853, 128.565, 55.756, 218.038, 218.038, 2019/01/18 16:45:28
128, 128, 128, 51.582, 108.602, 59.531, 218.188, 218.188, 2019/01/18 16:45:33
128, 128, 128, 48.288, 115.609, 53.328, 218.547, 218.547, 2019/01/18 16:45:38
126, 126, 126, 47.962, 115.817, 48.770, 213.611, 213.611, 2019/01/18 16:45:43
125, 125, 125, 46.007, 116.976, 45.032, 217.312, 217.312, 2019/01/18 16:45:48
124, 124, 124, 46.570, 117.613, 46.911, 216.444, 216.444, 2019/01/18 16:45:53
124, 124, 124, 47.266, 116.742, 48.540, 216.129, 216.129, 2019/01/18 16:45:58
119, 119, 119, 48.802, 114.983, 52.933, 215.899, 215.899, 2019/01/18 16:46:03
120, 120, 120, 48.049, 115.242, 50.267, 217.675, 217.675, 2019/01/18 16:46:08
