141, 69, 10, 59.627, 86.159, 93.217, 221.725, 221.725, 2019/01/18 16:25:26
141, 46, 3, 56.916, 83.130, 87.761, 229.000, 229.000, 2019/01/18 16:25:31
150, 1, 0, 78.247, 116.000, 132.000, 174.000, 174.000, 2019/01/18 16:25:36
151, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, 2019/01/18 16:25:41
125, 102, 31, 54.958, 62.353, 79.578, 226.245, 226.245, 2019/01/18 16:25:46
115, 114, 32, 54.530, 53.991, 73.167, 236.096, 236.096, 2019/01/18 16:25:51
112, 112, 23, 56.174, 55.420, 73.750, 241.339, 241.339, 2019/01/18 16:25:56
102, 102, 10, 56.045, 53.245, 68.490, 246.853, 246.853, 2019/01/18 16:26:01
108, 108, 11, 56.385, 57.759, 77.704, 236.241, 236.241, 2019/01/18 16:26:06
121, 115, 49, 56.585, 68.487, 78.452, 230.513, 230.513, 2019/01/18 16:26:11
126, 112, 17, 56.596, 99.723, 85.321, 216.607, 216.607, 2019/01/18 16:26:16
123, 113, 58, 57.528, 103.593, 89.708, 210.929, 210.929, 2019/01/18 16:26:21
