150, 45,  45, 72.322, 174.422, 61.244, 151.889, 151.889, 2019/01/18 16:07:13
152, 33,  33, 69.687, 174.939, 60.212, 151.182, 151.182, 2019/01/18 16:07:18
149, 74,  74, 69.920, 175.203, 59.757, 151.797, 151.797, 2019/01/18 16:07:23
150, 122,  122, 70.335, 175.016, 59.057, 153.197, 153.197, 2019/01/18 16:07:28
150, 55,  55, 71.641, 176.727, 59.727, 152.873, 152.873, 2019/01/18 16:07:33
149, 73,  73, 70.177, 174.616, 58.767, 154.438, 154.438, 2019/01/18 16:07:38
151, 23,  23, 70.358, 176.696, 60.783, 150.739, 150.739, 2019/01/18 16:07:43
151, 11,  11, 69.727, 177.545, 59.818, 153.545, 153.545, 2019/01/18 16:07:48
150, 0,  0, 0.000, 0.000, 0.000, 0.000, 0.000, 2019/01/18 16:07:53
151, 1,  1, 70.732, 179.000, 61.000, 151.000, 151.000, 2019/01/18 16:07:58
148, 20,  20, 71.518, 182.050, 60.200, 151.000, 151.000, 2019/01/18 16:08:03
151, 26,  26, 70.955, 180.885, 59.500, 153.846, 153.846, 2019/01/18 16:08:08
